UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,timestamp,Timestamp,Ambient_Temperature,Load_Density,Humidity,Shift,Day_Type
7573,L54752,L,300.3,311.1,1676,28.6,158,0,0,0,0,0,0,2025-01-06 06:12:00,2025-01-06 06:12:00,40,69,89,Evening,Weekday
7574,L54753,L,300.3,311.1,1605,37.1,160,0,0,0,0,0,0,2025-01-06 06:13:00,2025-01-06 06:13:00,37,75,76,Evening,Weekend
7575,L54754,L,300.4,311.1,1487,37.4,162,0,0,0,0,0,0,2025-01-06 06:14:00,2025-01-06 06:14:00,30,89,49,Morning,Weekday
7576,L54755,L,300.4,311.2,1471,46.5,164,0,0,0,0,0,0,2025-01-06 06:15:00,2025-01-06 06:15:00,27,48,85,Evening,Weekend
7577,M22436,M,300.3,311.1,1477,44.2,166,0,0,0,0,0,0,2025-01-06 06:16:00,2025-01-06 06:16:00,21,38,60,Evening,Weekend
7578,L54757,L,300.4,311.2,1530,32.0,169,0,0,0,0,0,0,2025-01-06 06:17:00,2025-01-06 06:17:00,34,98,56,Evening,Weekend
7579,L54758,L,300.4,311.2,1673,28.9,171,0,0,0,0,0,0,2025-01-06 06:18:00,2025-01-06 06:18:00,28,34,42,Morning,Weekend
7580,L54759,L,300.4,311.2,1436,56.8,173,0,0,0,0,0,0,2025-01-06 06:19:00,2025-01-06 06:19:00,38,55,46,Night,Weekend
7581,L54760,L,300.4,311.3,1495,51.2,175,0,0,0,0,0,0,2025-01-06 06:20:00,2025-01-06 06:20:00,39,48,80,Morning,Weekend
7582,M22441,M,300.4,311.2,1366,56.1,177,0,0,0,0,0,0,2025-01-06 06:21:00,2025-01-06 06:21:00,27,59,76,Evening,Weekend
7583,H36996,H,300.4,311.2,1489,45.3,180,0,0,0,0,0,0,2025-01-06 06:22:00,2025-01-06 06:22:00,38,77,75,Evening,Weekday
7584,L54763,L,300.3,311.1,1480,46.6,185,0,0,0,0,0,0,2025-01-06 06:23:00,2025-01-06 06:23:00,24,45,42,Evening,Weekday
7585,L54764,L,300.4,311.2,1472,37.3,187,0,0,0,0,0,0,2025-01-06 06:24:00,2025-01-06 06:24:00,30,100,52,Night,Weekend
7586,L54765,L,300.4,311.1,1397,50.8,189,0,0,0,0,0,0,2025-01-06 06:25:00,2025-01-06 06:25:00,34,47,80,Night,Weekday
7587,L54766,L,300.4,311.1,1589,35.5,191,0,0,0,0,0,0,2025-01-06 06:26:00,2025-01-06 06:26:00,27,85,69,Evening,Weekday
7588,L54767,L,300.4,311.1,1405,54.1,193,0,0,0,0,0,0,2025-01-06 06:27:00,2025-01-06 06:27:00,38,50,62,Evening,Weekend
7589,L54768,L,300.4,311.1,2013,20.1,195,0,0,0,0,0,0,2025-01-06 06:28:00,2025-01-06 06:28:00,27,60,46,Night,Weekday
7590,L54769,L,300.4,311.0,1802,26.0,197,0,0,0,0,0,0,2025-01-06 06:29:00,2025-01-06 06:29:00,38,30,69,Morning,Weekend
7591,M22450,M,300.4,311.0,1433,46.1,199,0,0,0,0,0,0,2025-01-06 06:30:00,2025-01-06 06:30:00,37,32,68,Morning,Weekend
7592,M22451,M,300.5,311.1,1296,61.3,202,1,0,0,0,1,0,2025-01-06 06:31:00,2025-01-06 06:31:00,29,54,47,Night,Weekday
7593,M22452,M,300.5,311.2,1551,36.6,205,0,0,0,0,0,0,2025-01-06 06:32:00,2025-01-06 06:32:00,26,37,49,Night,Weekend
7594,L54773,L,300.5,311.2,1270,67.5,208,1,0,0,0,1,0,2025-01-06 06:33:00,2025-01-06 06:33:00,28,94,72,Evening,Weekend
7595,L54774,L,300.6,311.3,1531,38.5,0,0,0,0,0,0,0,2025-01-06 06:34:00,2025-01-06 06:34:00,20,91,59,Night,Weekday
7596,H37009,H,300.5,311.2,1397,45.2,2,0,0,0,0,0,0,2025-01-06 06:35:00,2025-01-06 06:35:00,38,36,68,Night,Weekday
7597,L54776,L,300.5,311.1,1547,37.2,7,0,0,0,0,0,0,2025-01-06 06:36:00,2025-01-06 06:36:00,24,36,68,Evening,Weekend
7598,L54777,L,300.5,311.0,2074,18.9,9,0,0,0,0,0,0,2025-01-06 06:37:00,2025-01-06 06:37:00,38,37,60,Night,Weekday
7599,L54778,L,300.5,311.1,1491,42.6,11,0,0,0,0,0,0,2025-01-06 06:38:00,2025-01-06 06:38:00,20,48,40,Evening,Weekend
7600,L54779,L,300.5,311.0,1759,28.3,13,0,0,0,0,0,0,2025-01-06 06:39:00,2025-01-06 06:39:00,34,46,90,Morning,Weekday
7601,M22460,M,300.4,311.0,1595,35.4,15,0,0,0,0,0,0,2025-01-06 06:40:00,2025-01-06 06:40:00,35,40,73,Morning,Weekday
7602,L54781,L,300.4,311.2,1351,62.0,18,0,0,0,0,0,0,2025-01-06 06:41:00,2025-01-06 06:41:00,26,78,83,Morning,Weekday
7603,L54782,L,300.4,311.2,1705,28.7,20,0,0,0,0,0,0,2025-01-06 06:42:00,2025-01-06 06:42:00,31,40,71,Evening,Weekend
7604,L54783,L,300.4,311.2,1406,43.6,22,0,0,0,0,0,0,2025-01-06 06:43:00,2025-01-06 06:43:00,27,70,84,Morning,Weekday
7605,L54784,L,300.4,311.3,1639,34.6,24,0,0,0,0,0,0,2025-01-06 06:44:00,2025-01-06 06:44:00,24,91,53,Morning,Weekend
7606,H37019,H,300.4,311.3,2026,20.3,26,0,0,0,0,0,0,2025-01-06 06:45:00,2025-01-06 06:45:00,29,81,76,Evening,Weekend
7607,M22466,M,300.4,311.3,1350,56.5,31,0,0,0,0,0,0,2025-01-06 06:46:00,2025-01-06 06:46:00,40,95,74,Evening,Weekend
7608,M22467,M,300.5,311.3,1468,41.1,34,0,0,0,0,0,0,2025-01-06 06:47:00,2025-01-06 06:47:00,24,97,63,Morning,Weekday
7609,L54788,L,300.5,311.4,1642,27.1,37,0,0,0,0,0,0,2025-01-06 06:48:00,2025-01-06 06:48:00,36,96,88,Morning,Weekday
7610,L54789,L,300.5,311.3,1490,41.8,39,0,0,0,0,0,0,2025-01-06 06:49:00,2025-01-06 06:49:00,24,69,40,Morning,Weekend
7611,M22470,M,300.5,311.3,1507,43.4,41,0,0,0,0,0,0,2025-01-06 06:50:00,2025-01-06 06:50:00,34,34,85,Night,Weekend
7612,L54791,L,300.5,311.4,1611,32.7,44,0,0,0,0,0,0,2025-01-06 06:51:00,2025-01-06 06:51:00,32,51,45,Evening,Weekday
7613,M22472,M,300.5,311.4,1743,27.6,46,0,0,0,0,0,0,2025-01-06 06:52:00,2025-01-06 06:52:00,20,66,88,Evening,Weekday
7614,L54793,L,300.5,311.3,1475,46.3,49,0,0,0,0,0,0,2025-01-06 06:53:00,2025-01-06 06:53:00,30,40,43,Evening,Weekday
7615,L54794,L,300.5,311.4,1432,47.5,51,0,0,0,0,0,0,2025-01-06 06:54:00,2025-01-06 06:54:00,20,73,77,Evening,Weekday
7616,L54795,L,300.5,311.4,1442,47.0,53,0,0,0,0,0,0,2025-01-06 06:55:00,2025-01-06 06:55:00,30,82,40,Morning,Weekend
7617,M22476,M,300.6,311.4,1468,40.4,55,0,0,0,0,0,0,2025-01-06 06:56:00,2025-01-06 06:56:00,37,90,80,Evening,Weekend
7618,L54797,L,300.5,311.4,1556,45.3,58,0,0,0,0,0,0,2025-01-06 06:57:00,2025-01-06 06:57:00,37,96,70,Night,Weekday
7619,M22478,M,300.5,311.4,1312,51.4,60,0,0,0,0,0,0,2025-01-06 06:58:00,2025-01-06 06:58:00,40,42,75,Night,Weekend
7620,L54799,L,300.6,311.5,1459,47.0,63,0,0,0,0,0,0,2025-01-06 06:59:00,2025-01-06 06:59:00,35,40,48,Morning,Weekday
7621,L54800,L,300.5,311.5,1651,36.9,65,0,0,0,0,0,0,2025-01-06 07:00:00,2025-01-06 07:00:00,32,40,80,Morning,Weekday
7622,L54801,L,300.5,311.5,1490,38.4,67,0,0,0,0,0,0,2025-01-06 07:01:00,2025-01-06 07:01:00,26,36,84,Evening,Weekday
7623,M22482,M,300.6,311.6,1473,31.5,69,0,0,0,0,0,0,2025-01-06 07:02:00,2025-01-06 07:02:00,20,46,62,Morning,Weekday
7624,L54803,L,300.6,311.7,1734,29.9,72,0,0,0,0,0,0,2025-01-06 07:03:00,2025-01-06 07:03:00,35,77,70,Morning,Weekend
7625,L54804,L,300.6,311.7,1507,45.5,74,0,0,0,0,0,0,2025-01-06 07:04:00,2025-01-06 07:04:00,20,43,68,Morning,Weekend
7626,L54805,L,300.6,311.7,1556,34.9,76,0,0,0,0,0,0,2025-01-06 07:05:00,2025-01-06 07:05:00,36,92,88,Night,Weekend
7627,H37040,H,300.5,311.6,1351,53.5,78,0,0,0,0,0,0,2025-01-06 07:06:00,2025-01-06 07:06:00,25,93,60,Evening,Weekday
7628,L54807,L,300.5,311.7,1445,44.8,83,0,0,0,0,0,0,2025-01-06 07:07:00,2025-01-06 07:07:00,21,94,42,Morning,Weekend
7629,L54808,L,300.5,311.7,1619,32.7,85,0,0,0,0,0,0,2025-01-06 07:08:00,2025-01-06 07:08:00,36,63,65,Evening,Weekday
7630,M22489,M,300.5,311.7,1269,64.0,87,0,0,0,0,0,0,2025-01-06 07:09:00,2025-01-06 07:09:00,25,38,45,Evening,Weekend
7631,L54810,L,300.5,311.6,1534,37.7,90,0,0,0,0,0,0,2025-01-06 07:10:00,2025-01-06 07:10:00,33,66,59,Evening,Weekday
7632,L54811,L,300.5,311.6,1444,49.3,92,0,0,0,0,0,0,2025-01-06 07:11:00,2025-01-06 07:11:00,37,59,86,Night,Weekend
7633,L54812,L,300.5,311.6,1744,26.8,94,0,0,0,0,0,0,2025-01-06 07:12:00,2025-01-06 07:12:00,25,70,85,Evening,Weekday
7634,L54813,L,300.4,311.5,1441,44.6,96,0,0,0,0,0,0,2025-01-06 07:13:00,2025-01-06 07:13:00,29,74,52,Evening,Weekend
7635,M22494,M,300.3,311.3,1506,40.7,98,0,0,0,0,0,0,2025-01-06 07:14:00,2025-01-06 07:14:00,37,76,80,Morning,Weekend
7636,L54815,L,300.3,311.4,1526,38.5,101,0,0,0,0,0,0,2025-01-06 07:15:00,2025-01-06 07:15:00,28,36,62,Morning,Weekend
7637,L54816,L,300.4,311.5,1704,29.7,103,0,0,0,0,0,0,2025-01-06 07:16:00,2025-01-06 07:16:00,27,43,54,Night,Weekend
7638,H37051,H,300.4,311.4,1445,52.4,105,0,0,0,0,0,0,2025-01-06 07:17:00,2025-01-06 07:17:00,29,77,85,Evening,Weekend
7639,L54818,L,300.5,311.5,1661,35.9,110,0,0,0,0,0,0,2025-01-06 07:18:00,2025-01-06 07:18:00,36,35,70,Night,Weekend
7640,L54819,L,300.5,311.4,1466,41.8,112,0,0,0,0,0,0,2025-01-06 07:19:00,2025-01-06 07:19:00,25,63,43,Evening,Weekend
7641,L54820,L,300.4,311.3,1608,35.1,114,0,0,0,0,0,0,2025-01-06 07:20:00,2025-01-06 07:20:00,33,75,50,Night,Weekday
7642,M22501,M,300.4,311.4,1352,57.3,116,0,0,0,0,0,0,2025-01-06 07:21:00,2025-01-06 07:21:00,25,88,41,Evening,Weekday
7643,M22502,M,300.4,311.4,1604,31.7,119,0,0,0,0,0,0,2025-01-06 07:22:00,2025-01-06 07:22:00,26,99,55,Morning,Weekday
7644,H37057,H,300.4,311.4,1427,50.7,122,0,0,0,0,0,0,2025-01-06 07:23:00,2025-01-06 07:23:00,31,37,90,Night,Weekend
7645,L54824,L,300.4,311.4,1424,44.6,127,0,0,0,0,0,0,2025-01-06 07:24:00,2025-01-06 07:24:00,22,53,70,Morning,Weekend
7646,L54825,L,300.4,311.4,1662,29.3,129,0,0,0,0,0,0,2025-01-06 07:25:00,2025-01-06 07:25:00,33,96,87,Evening,Weekday
7647,L54826,L,300.4,311.4,1936,23.9,131,0,0,0,0,0,0,2025-01-06 07:26:00,2025-01-06 07:26:00,38,33,78,Night,Weekend
7648,L54827,L,300.4,311.4,1728,31.7,133,0,0,0,0,0,0,2025-01-06 07:27:00,2025-01-06 07:27:00,35,30,82,Morning,Weekday
7649,L54828,L,300.4,311.4,1552,28.8,135,0,0,0,0,0,0,2025-01-06 07:28:00,2025-01-06 07:28:00,26,63,83,Morning,Weekend
7650,H37063,H,300.4,311.5,1662,29.0,137,0,0,0,0,0,0,2025-01-06 07:29:00,2025-01-06 07:29:00,27,38,43,Morning,Weekday
7651,L54830,L,300.3,311.4,1343,57.7,142,0,0,0,0,0,0,2025-01-06 07:30:00,2025-01-06 07:30:00,37,92,87,Evening,Weekend
7652,M22511,M,300.4,311.5,1476,32.6,144,0,0,0,0,0,0,2025-01-06 07:31:00,2025-01-06 07:31:00,32,39,67,Night,Weekend
7653,L54832,L,300.3,311.4,1346,51.1,147,0,0,0,0,0,0,2025-01-06 07:32:00,2025-01-06 07:32:00,40,39,55,Morning,Weekend
7654,L54833,L,300.4,311.5,1492,44.6,149,0,0,0,0,0,0,2025-01-06 07:33:00,2025-01-06 07:33:00,28,79,78,Evening,Weekend
7655,M22514,M,300.3,311.5,1540,41.5,151,0,0,0,0,0,0,2025-01-06 07:34:00,2025-01-06 07:34:00,29,73,64,Evening,Weekend
7656,L54835,L,300.4,311.5,1596,32.5,154,0,0,0,0,0,0,2025-01-06 07:35:00,2025-01-06 07:35:00,40,77,52,Evening,Weekend
7657,L54836,L,300.5,311.6,1541,47.8,156,0,0,0,0,0,0,2025-01-06 07:36:00,2025-01-06 07:36:00,28,35,44,Night,Weekday
7658,L54837,L,300.5,311.6,1661,30.0,158,0,0,0,0,0,0,2025-01-06 07:37:00,2025-01-06 07:37:00,34,53,69,Evening,Weekday
7659,M22518,M,300.4,311.6,1359,55.4,160,0,0,0,0,0,0,2025-01-06 07:38:00,2025-01-06 07:38:00,39,87,40,Evening,Weekday
7660,L54839,L,300.5,311.6,1528,42.4,163,0,0,0,0,0,0,2025-01-06 07:39:00,2025-01-06 07:39:00,21,93,44,Night,Weekend
7661,M22520,M,300.5,311.6,1246,52.9,165,0,0,0,0,0,0,2025-01-06 07:40:00,2025-01-06 07:40:00,32,85,53,Night,Weekday
7662,L54841,L,300.5,311.6,1575,32.5,168,0,0,0,0,0,0,2025-01-06 07:41:00,2025-01-06 07:41:00,21,41,50,Evening,Weekend
7663,M22522,M,300.5,311.6,1658,30.4,170,0,0,0,0,0,0,2025-01-06 07:42:00,2025-01-06 07:42:00,38,64,73,Evening,Weekday
7664,L54843,L,300.5,311.6,1385,54.8,173,0,0,0,0,0,0,2025-01-06 07:43:00,2025-01-06 07:43:00,21,100,68,Morning,Weekday
7665,H37078,H,300.5,311.7,1454,50.3,175,0,0,0,0,0,0,2025-01-06 07:44:00,2025-01-06 07:44:00,22,35,57,Night,Weekday
7666,L54845,L,300.5,311.6,1497,40.5,180,0,0,0,0,0,0,2025-01-06 07:45:00,2025-01-06 07:45:00,25,94,54,Night,Weekend
7667,M22526,M,300.6,311.7,1424,50.8,182,0,0,0,0,0,0,2025-01-06 07:46:00,2025-01-06 07:46:00,22,89,85,Morning,Weekend
7668,L54847,L,300.6,311.7,1528,43.9,185,0,0,0,0,0,0,2025-01-06 07:47:00,2025-01-06 07:47:00,29,97,64,Evening,Weekday
7669,L54848,L,300.6,311.8,1539,37.0,187,0,0,0,0,0,0,2025-01-06 07:48:00,2025-01-06 07:48:00,25,58,69,Evening,Weekend
7670,L54849,L,300.7,311.8,1336,58.4,189,1,0,0,0,1,0,2025-01-06 07:49:00,2025-01-06 07:49:00,35,67,84,Evening,Weekday
7671,L54850,L,300.5,311.6,1525,37.6,191,0,0,0,0,0,0,2025-01-06 07:50:00,2025-01-06 07:50:00,36,51,41,Evening,Weekend
7672,M22531,M,300.5,311.6,1456,51.1,193,0,0,0,0,0,0,2025-01-06 07:51:00,2025-01-06 07:51:00,38,37,90,Morning,Weekday
7673,M22532,M,300.5,311.7,2141,17.2,196,0,0,0,0,0,0,2025-01-06 07:52:00,2025-01-06 07:52:00,22,92,79,Night,Weekend
7674,M22533,M,300.5,311.6,1476,39.1,199,0,0,0,0,0,0,2025-01-06 07:53:00,2025-01-06 07:53:00,37,42,66,Night,Weekday
7675,L54854,L,300.5,311.6,1509,47.2,202,0,0,0,0,0,0,2025-01-06 07:54:00,2025-01-06 07:54:00,26,56,88,Evening,Weekend
7676,L54855,L,300.5,311.6,1447,45.4,204,0,0,0,0,0,0,2025-01-06 07:55:00,2025-01-06 07:55:00,28,47,54,Morning,Weekend
7677,L54856,L,300.6,311.7,1448,49.1,206,0,0,0,0,0,0,2025-01-06 07:56:00,2025-01-06 07:56:00,39,47,71,Evening,Weekday
7678,L54857,L,300.6,311.7,1428,52.6,208,0,0,0,0,0,0,2025-01-06 07:57:00,2025-01-06 07:57:00,31,91,59,Evening,Weekend
7679,M22538,M,300.6,311.7,1389,52.1,210,0,0,0,0,0,0,2025-01-06 07:58:00,2025-01-06 07:58:00,24,43,53,Morning,Weekend
7680,L54859,L,300.7,311.7,1635,32.4,213,0,0,0,0,0,0,2025-01-06 07:59:00,2025-01-06 07:59:00,22,40,66,Morning,Weekend
7681,L54860,L,300.7,311.7,1395,43.7,215,0,0,0,0,0,0,2025-01-06 08:00:00,2025-01-06 08:00:00,30,46,42,Night,Weekend
7682,L54861,L,300.7,311.8,1443,43.7,217,0,0,0,0,0,0,2025-01-06 08:01:00,2025-01-06 08:01:00,23,80,88,Night,Weekend
7683,M22542,M,300.7,311.7,1412,49.1,219,0,0,0,0,0,0,2025-01-06 08:02:00,2025-01-06 08:02:00,24,43,42,Evening,Weekend
7684,L54863,L,300.7,311.7,1524,43.5,222,0,0,0,0,0,0,2025-01-06 08:03:00,2025-01-06 08:03:00,20,86,52,Evening,Weekend
7685,M22544,M,300.7,311.8,1407,42.4,224,0,0,0,0,0,0,2025-01-06 08:04:00,2025-01-06 08:04:00,37,35,64,Night,Weekend
7686,L54865,L,300.8,311.7,1397,43.5,227,0,0,0,0,0,0,2025-01-06 08:05:00,2025-01-06 08:05:00,31,86,57,Morning,Weekend
7687,M22546,M,300.7,311.7,1504,36.9,229,0,0,0,0,0,0,2025-01-06 08:06:00,2025-01-06 08:06:00,32,33,40,Evening,Weekday
7688,M22547,M,300.7,311.7,2097,18.9,232,1,1,0,0,0,0,2025-01-06 08:07:00,2025-01-06 08:07:00,28,40,78,Evening,Weekend
7689,L54868,L,300.6,311.7,1553,39.8,0,0,0,0,0,0,0,2025-01-06 08:08:00,2025-01-06 08:08:00,21,40,44,Morning,Weekend
7690,L54869,L,300.6,311.7,1432,39.2,2,0,0,0,0,0,0,2025-01-06 08:09:00,2025-01-06 08:09:00,24,37,41,Evening,Weekday
7691,M22550,M,300.5,311.6,1577,36.5,4,0,0,0,0,0,0,2025-01-06 08:10:00,2025-01-06 08:10:00,32,88,69,Morning,Weekend
7692,M22551,M,300.5,311.5,1370,56.1,7,0,0,0,0,0,0,2025-01-06 08:11:00,2025-01-06 08:11:00,35,50,56,Night,Weekend
7693,H37106,H,300.5,311.6,1506,36.2,10,0,0,0,0,0,0,2025-01-06 08:12:00,2025-01-06 08:12:00,35,94,68,Night,Weekend
7694,L54873,L,300.6,311.6,1964,21.4,15,0,0,0,0,0,0,2025-01-06 08:13:00,2025-01-06 08:13:00,22,53,81,Night,Weekend
7695,H37108,H,300.6,311.7,1500,36.7,17,0,0,0,0,0,0,2025-01-06 08:14:00,2025-01-06 08:14:00,23,59,43,Night,Weekday
7696,L54875,L,300.6,311.7,1488,47.7,22,0,0,0,0,0,0,2025-01-06 08:15:00,2025-01-06 08:15:00,30,86,48,Night,Weekend
7697,H37110,H,300.6,311.5,1282,60.2,24,0,0,0,0,0,0,2025-01-06 08:16:00,2025-01-06 08:16:00,33,46,60,Evening,Weekend
7698,L54877,L,300.5,311.4,1400,45.1,29,0,0,0,0,0,0,2025-01-06 08:17:00,2025-01-06 08:17:00,22,88,82,Night,Weekday
7699,L54878,L,300.6,311.5,1419,38.6,31,0,0,0,0,0,0,2025-01-06 08:18:00,2025-01-06 08:18:00,35,60,51,Evening,Weekday
7700,M22559,M,300.7,311.5,1441,40.6,33,0,0,0,0,0,0,2025-01-06 08:19:00,2025-01-06 08:19:00,34,93,51,Evening,Weekday
7701,M22560,M,300.7,311.6,1348,62.5,36,0,0,0,0,0,0,2025-01-06 08:20:00,2025-01-06 08:20:00,29,77,89,Morning,Weekend
7702,H37115,H,300.8,311.7,1468,38.7,39,0,0,0,0,0,0,2025-01-06 08:21:00,2025-01-06 08:21:00,28,52,43,Evening,Weekday
7703,M22562,M,300.7,311.7,1701,30.8,44,0,0,0,0,0,0,2025-01-06 08:22:00,2025-01-06 08:22:00,30,99,67,Evening,Weekend
7704,H37117,H,300.7,311.7,1864,23.6,47,0,0,0,0,0,0,2025-01-06 08:23:00,2025-01-06 08:23:00,35,59,48,Night,Weekday
7705,M22564,M,300.6,311.6,1630,31.8,52,0,0,0,0,0,0,2025-01-06 08:24:00,2025-01-06 08:24:00,29,84,79,Night,Weekday
7706,L54885,L,300.5,311.5,1316,49.7,55,0,0,0,0,0,0,2025-01-06 08:25:00,2025-01-06 08:25:00,36,36,90,Morning,Weekend
7707,L54886,L,300.5,311.5,1708,31.2,57,0,0,0,0,0,0,2025-01-06 08:26:00,2025-01-06 08:26:00,38,41,71,Morning,Weekday
7708,H37121,H,300.5,311.4,1679,27.5,59,0,0,0,0,0,0,2025-01-06 08:27:00,2025-01-06 08:27:00,21,89,52,Evening,Weekend
7709,L54888,L,300.5,311.4,1709,32.3,64,0,0,0,0,0,0,2025-01-06 08:28:00,2025-01-06 08:28:00,21,81,73,Morning,Weekday
7710,L54889,L,300.5,311.4,1445,41.5,66,0,0,0,0,0,0,2025-01-06 08:29:00,2025-01-06 08:29:00,25,56,58,Night,Weekday
7711,M22570,M,300.5,311.4,1390,51.9,68,0,0,0,0,0,0,2025-01-06 08:30:00,2025-01-06 08:30:00,38,41,53,Night,Weekend
7712,L54891,L,300.4,311.4,1309,55.5,71,0,0,0,0,0,0,2025-01-06 08:31:00,2025-01-06 08:31:00,27,42,44,Night,Weekend
7713,L54892,L,300.5,311.5,1499,37.6,73,0,0,0,0,0,0,2025-01-06 08:32:00,2025-01-06 08:32:00,22,91,66,Evening,Weekday
7714,M22573,M,300.5,311.4,2072,18.8,75,0,0,0,0,0,0,2025-01-06 08:33:00,2025-01-06 08:33:00,33,58,67,Evening,Weekend
7715,L54894,L,300.5,311.5,1487,43.0,78,0,0,0,0,0,0,2025-01-06 08:34:00,2025-01-06 08:34:00,35,64,65,Morning,Weekday
7716,L54895,L,300.5,311.5,1302,49.6,80,0,0,0,0,0,0,2025-01-06 08:35:00,2025-01-06 08:35:00,20,89,49,Night,Weekend
7717,M22576,M,300.5,311.5,1378,48.2,82,0,0,0,0,0,0,2025-01-06 08:36:00,2025-01-06 08:36:00,40,58,63,Evening,Weekday
7718,L54897,L,300.5,311.6,1365,53.0,85,0,0,0,0,0,0,2025-01-06 08:37:00,2025-01-06 08:37:00,22,60,56,Evening,Weekend
7719,H37132,H,300.6,311.7,1427,44.6,87,0,0,0,0,0,0,2025-01-06 08:38:00,2025-01-06 08:38:00,37,90,55,Morning,Weekday
7720,H37133,H,300.6,311.7,1535,33.3,92,0,0,0,0,0,0,2025-01-06 08:39:00,2025-01-06 08:39:00,28,31,56,Night,Weekday
7721,H37134,H,300.5,311.6,1476,41.7,97,0,0,0,0,0,0,2025-01-06 08:40:00,2025-01-06 08:40:00,25,62,40,Night,Weekday
7722,L54901,L,300.5,311.6,1425,42.4,102,0,0,0,0,0,0,2025-01-06 08:41:00,2025-01-06 08:41:00,40,91,60,Morning,Weekday
7723,L54902,L,300.5,311.7,1409,54.7,104,0,0,0,0,0,0,2025-01-06 08:42:00,2025-01-06 08:42:00,20,88,86,Morning,Weekend
7724,L54903,L,300.5,311.6,1730,30.2,106,0,0,0,0,0,0,2025-01-06 08:43:00,2025-01-06 08:43:00,40,69,88,Morning,Weekend
7725,M22584,M,300.5,311.6,1454,41.4,108,0,0,0,0,0,0,2025-01-06 08:44:00,2025-01-06 08:44:00,29,78,82,Morning,Weekend
7726,L54905,L,300.6,311.7,1744,26.9,111,0,0,0,0,0,0,2025-01-06 08:45:00,2025-01-06 08:45:00,25,61,61,Night,Weekday
7727,M22586,M,300.8,311.9,1761,29.0,113,0,0,0,0,0,0,2025-01-06 08:46:00,2025-01-06 08:46:00,31,67,44,Night,Weekday
7728,M22587,M,300.7,311.9,1657,30.9,116,0,0,0,0,0,0,2025-01-06 08:47:00,2025-01-06 08:47:00,23,42,75,Morning,Weekday
7729,L54908,L,300.7,311.8,1420,47.0,119,0,0,0,0,0,0,2025-01-06 08:48:00,2025-01-06 08:48:00,32,83,60,Evening,Weekend
7730,H37143,H,300.7,311.9,1329,59.2,121,0,0,0,0,0,0,2025-01-06 08:49:00,2025-01-06 08:49:00,36,42,48,Evening,Weekend
7731,L54910,L,300.6,311.9,1472,44.2,126,0,0,0,0,0,0,2025-01-06 08:50:00,2025-01-06 08:50:00,27,68,66,Night,Weekend
7732,L54911,L,300.6,312.0,1566,30.1,128,0,0,0,0,0,0,2025-01-06 08:51:00,2025-01-06 08:51:00,39,52,87,Night,Weekend
7733,L54912,L,300.6,312.0,1430,42.7,130,0,0,0,0,0,0,2025-01-06 08:52:00,2025-01-06 08:52:00,22,43,51,Morning,Weekday
7734,L54913,L,300.6,312.0,1481,40.9,132,0,0,0,0,0,0,2025-01-06 08:53:00,2025-01-06 08:53:00,31,46,57,Evening,Weekday
7735,L54914,L,300.6,312.0,1670,29.4,134,0,0,0,0,0,0,2025-01-06 08:54:00,2025-01-06 08:54:00,26,53,74,Night,Weekday
7736,L54915,L,300.6,312.0,1406,55.1,136,0,0,0,0,0,0,2025-01-06 08:55:00,2025-01-06 08:55:00,31,87,54,Evening,Weekday
7737,H37150,H,300.6,312.1,1354,46.9,138,0,0,0,0,0,0,2025-01-06 08:56:00,2025-01-06 08:56:00,21,92,89,Morning,Weekend
7738,M22597,M,300.5,312.0,1985,19.3,143,0,0,0,0,0,0,2025-01-06 08:57:00,2025-01-06 08:57:00,33,63,83,Night,Weekday
7739,M22598,M,300.5,312.0,1263,60.8,146,0,0,0,0,0,0,2025-01-06 08:58:00,2025-01-06 08:58:00,24,80,69,Night,Weekend
7740,L54919,L,300.5,311.9,1576,31.1,149,0,0,0,0,0,0,2025-01-06 08:59:00,2025-01-06 08:59:00,28,39,84,Evening,Weekend
7741,L54920,L,300.5,312.0,1453,45.1,151,0,0,0,0,0,0,2025-01-06 09:00:00,2025-01-06 09:00:00,40,50,72,Evening,Weekday
7742,L54921,L,300.5,312.0,1478,39.0,153,0,0,0,0,0,0,2025-01-06 09:01:00,2025-01-06 09:01:00,30,66,75,Night,Weekend
7743,M22602,M,300.5,311.9,1323,57.9,155,0,0,0,0,0,0,2025-01-06 09:02:00,2025-01-06 09:02:00,24,36,79,Evening,Weekend
7744,L54923,L,300.5,311.9,1710,28.4,158,0,0,0,0,0,0,2025-01-06 09:03:00,2025-01-06 09:03:00,22,42,90,Evening,Weekday
7745,L54924,L,300.4,311.7,1314,59.5,160,0,0,0,0,0,0,2025-01-06 09:04:00,2025-01-06 09:04:00,36,59,69,Morning,Weekend
7746,L54925,L,300.4,311.7,1460,39.6,162,0,0,0,0,0,0,2025-01-06 09:05:00,2025-01-06 09:05:00,21,60,65,Evening,Weekday
7747,M22606,M,300.4,311.7,1508,45.4,164,0,0,0,0,0,0,2025-01-06 09:06:00,2025-01-06 09:06:00,20,34,60,Night,Weekend
7748,M22607,M,300.5,311.8,1331,55.3,167,0,0,0,0,0,0,2025-01-06 09:07:00,2025-01-06 09:07:00,26,61,76,Morning,Weekend
